data,hora_utc,temperatura_c,pressao_mb,radiacao_kj_m2,umidade_relativa_pct,Hora UTC limpa,data_hora_utc
2024/03/07,2100 UTC,29.7,961.0,101.8,79.0,2100,2024-03-07 21:00:00
2024/03/08,0900 UTC,25.6,963.4,19.6,79.0,0900,2024-03-08 09:00:00
2024/03/08,1000 UTC,26.6,964.4,525.4,79.0,1000,2024-03-08 10:00:00
2024/03/08,1100 UTC,27.3,964.8,1395.2,79.0,1100,2024-03-08 11:00:00
2024/03/08,1200 UTC,27.8,964.7,2342.4,78.0,1200,2024-03-08 12:00:00
2024/03/08,1300 UTC,28.6,965.0,2917.0,78.0,1300,2024-03-08 13:00:00
2024/03/08,1400 UTC,29.2,964.4,3000.0,77.0,1400,2024-03-08 14:00:00
2024/03/08,1500 UTC,29.4,963.2,3474.9,76.0,1500,2024-03-08 15:00:00
2024/03/08,1600 UTC,30.1,962.4,3207.9,76.0,1600,2024-03-08 16:00:00
2024/03/08,1700 UTC,30.4,961.4,2562.9,76.0,1700,2024-03-08 17:00:00
2024/03/08,1800 UTC,30.3,960.6,2192.7,76.0,1800,2024-03-08 18:00:00
2024/03/08,1900 UTC,30.4,960.2,1665.7,77.0,1900,2024-03-08 19:00:00
2024/03/08,2000 UTC,29.9,960.2,929.2,76.0,2000,2024-03-08 20:00:00
2024/03/08,2100 UTC,29.1,960.7,136.3,77.0,2100,2024-03-08 21:00:00
2024/03/09,0900 UTC,26.4,962.0,13.4,82.0,0900,2024-03-09 09:00:00
2024/03/09,1000 UTC,27.1,962.7,530.8,81.0,1000,2024-03-09 10:00:00
2024/03/09,1100 UTC,27.7,963.4,1500.3,80.0,1100,2024-03-09 11:00:00
2024/03/09,1200 UTC,28.3,963.7,2232.8,80.0,1200,2024-03-09 12:00:00
2024/03/09,1300 UTC,28.8,963.6,2247.3,79.0,1300,2024-03-09 13:00:00
2024/03/09,1400 UTC,29.7,963.2,3114.6,79.0,1400,2024-03-09 14:00:00
2024/03/09,1500 UTC,30.2,962.2,3065.1,78.0,1500,2024-03-09 15:00:00
2024/03/09,1600 UTC,30.4,961.2,1996.4,77.0,1600,2024-03-09 16:00:00
2024/03/09,1700 UTC,31.1,960.3,2489.9,77.0,1700,2024-03-09 17:00:00
2024/03/09,1800 UTC,31.3,959.6,2559.3,76.0,1800,2024-03-09 18:00:00
2024/03/09,1900 UTC,30.6,959.5,1642.8,76.0,1900,2024-03-09 19:00:00
2024/03/09,2000 UTC,30.7,959.5,905.0,75.0,2000,2024-03-09 20:00:00
2024/03/09,2100 UTC,29.3,960.1,79.3,76.0,2100,2024-03-09 21:00:00
2024/03/10,0900 UTC,25.8,961.8,12.2,81.0,0900,2024-03-10 09:00:00
2024/03/10,1000 UTC,27.1,962.5,490.3,81.0,1000,2024-03-10 10:00:00
2024/03/10,1100 UTC,27.6,963.2,1438.4,80.0,1100,2024-03-10 11:00:00
2024/03/10,1200 UTC,28.4,963.6,1919.7,80.0,1200,2024-03-10 12:00:00
2024/03/10,1300 UTC,28.7,963.7,2598.0,79.0,1300,2024-03-10 13:00:00
2024/03/10,1400 UTC,29.5,963.5,2018.3,79.0,1400,2024-03-10 14:00:00
2024/03/10,1500 UTC,29.9,962.9,2089.5,79.0,1500,2024-03-10 15:00:00
2024/03/10,1600 UTC,29.9,961.8,2156.8,78.0,1600,2024-03-10 16:00:00
2024/03/10,1700 UTC,30.4,960.7,2652.1,77.0,1700,2024-03-10 17:00:00
2024/03/10,1800 UTC,30.9,960.0,2791.6,76.0,1800,2024-03-10 18:00:00
2024/03/10,1900 UTC,30.8,959.6,1906.4,76.0,1900,2024-03-10 19:00:00
2024/03/10,2000 UTC,30.6,959.9,948.6,76.0,2000,2024-03-10 20:00:00
2024/03/10,2100 UTC,29.5,960.0,63.5,79.0,2100,2024-03-10 21:00:00
2024/03/11,0900 UTC,26.4,963.2,7.7,82.0,0900,2024-03-11 09:00:00
2024/03/11,1000 UTC,26.8,963.6,209.2,83.0,1000,2024-03-11 10:00:00
2024/03/11,1100 UTC,28.3,964.1,1239.1,82.0,1100,2024-03-11 11:00:00
2024/03/11,1200 UTC,28.4,964.0,1654.2,82.0,1200,2024-03-11 12:00:00
2024/03/11,1300 UTC,29.8,963.8,3028.9,82.0,1300,2024-03-11 13:00:00
2024/03/11,1400 UTC,29.5,963.4,2412.8,81.0,1400,2024-03-11 14:00:00
2024/03/11,1500 UTC,30.6,962.5,3693.9,79.0,1500,2024-03-11 15:00:00
2024/03/11,1600 UTC,30.8,961.4,3406.1,79.0,1600,2024-03-11 16:00:00
2024/03/11,1700 UTC,31.2,960.8,2963.7,78.0,1700,2024-03-11 17:00:00
2024/03/11,1800 UTC,31.6,960.2,2812.2,77.0,1800,2024-03-11 18:00:00
2024/03/11,1900 UTC,31.6,960.0,2046.4,77.0,1900,2024-03-11 19:00:00
2024/03/11,2000 UTC,31.1,960.3,891.1,78.0,2000,2024-03-11 20:00:00
2024/03/11,2100 UTC,30.0,960.9,93.7,79.0,2100,2024-03-11 21:00:00
2024/03/12,0900 UTC,26.0,963.9,0.3,82.0,0900,2024-03-12 09:00:00
2024/03/12,1000 UTC,26.0,964.6,71.7,83.0,1000,2024-03-12 10:00:00
2024/03/12,1100 UTC,26.5,965.2,485.1,83.0,1100,2024-03-12 11:00:00
2024/03/12,1200 UTC,27.7,965.5,1638.4,83.0,1200,2024-03-12 12:00:00
2024/03/12,1300 UTC,28.8,965.2,3102.8,81.0,1300,2024-03-12 13:00:00
2024/03/12,1400 UTC,29.5,964.6,2760.2,79.0,1400,2024-03-12 14:00:00
2024/03/12,1500 UTC,29.7,963.8,2909.5,79.0,1500,2024-03-12 15:00:00
2024/03/12,1600 UTC,30.8,962.8,3680.4,78.0,1600,2024-03-12 16:00:00
2024/03/12,1700 UTC,31.2,961.6,3355.2,78.0,1700,2024-03-12 17:00:00
2024/03/12,1800 UTC,27.2,961.0,984.3,81.0,1800,2024-03-12 18:00:00
2024/03/12,1900 UTC,29.2,960.7,423.9,83.0,1900,2024-03-12 19:00:00
2024/03/12,2000 UTC,29.8,960.7,633.4,82.0,2000,2024-03-12 20:00:00
2024/03/12,2100 UTC,29.4,961.8,53.5,83.0,2100,2024-03-12 21:00:00
2024/03/13,0300 UTC,26.5,963.6,0.6,83.0,0300,2024-03-13 03:00:00
2024/03/13,0900 UTC,26.0,963.7,8.6,84.0,0900,2024-03-13 09:00:00
2024/03/13,1000 UTC,26.6,964.3,214.6,84.0,1000,2024-03-13 10:00:00
2024/03/13,1100 UTC,27.0,965.0,527.2,84.0,1100,2024-03-13 11:00:00
2024/03/13,1200 UTC,27.6,965.5,875.7,84.0,1200,2024-03-13 12:00:00
2024/03/13,1300 UTC,28.3,965.2,1350.9,83.0,1300,2024-03-13 13:00:00
2024/03/13,1400 UTC,28.4,964.7,2066.7,82.0,1400,2024-03-13 14:00:00
2024/03/13,1500 UTC,28.6,963.9,2448.6,83.0,1500,2024-03-13 15:00:00
2024/03/13,1600 UTC,28.9,962.5,1792.6,83.0,1600,2024-03-13 16:00:00
2024/03/13,1700 UTC,28.1,962.3,1442.2,82.0,1700,2024-03-13 17:00:00
2024/03/13,1800 UTC,27.9,962.2,381.4,83.0,1800,2024-03-13 18:00:00
2024/03/13,1900 UTC,27.8,961.3,318.9,83.0,1900,2024-03-13 19:00:00
2024/03/13,2000 UTC,27.4,961.4,231.7,83.0,2000,2024-03-13 20:00:00
2024/03/13,2100 UTC,27.1,961.5,56.8,83.0,2100,2024-03-13 21:00:00
2024/03/14,0900 UTC,26.2,962.4,14.2,85.0,0900,2024-03-14 09:00:00
2024/03/14,1000 UTC,26.6,963.1,295.5,86.0,1000,2024-03-14 10:00:00
2024/03/14,1100 UTC,27.3,963.9,964.3,85.0,1100,2024-03-14 11:00:00
2024/03/14,1200 UTC,27.6,964.3,1077.4,84.0,1200,2024-03-14 12:00:00
2024/03/14,1300 UTC,28.1,964.2,1021.1,83.0,1300,2024-03-14 13:00:00
2024/03/14,1400 UTC,29.0,963.7,2341.0,83.0,1400,2024-03-14 14:00:00
2024/03/14,1500 UTC,29.1,962.9,1547.4,82.0,1500,2024-03-14 15:00:00
2024/03/14,1600 UTC,30.8,961.6,3461.9,79.0,1600,2024-03-14 16:00:00
2024/03/14,1700 UTC,31.1,960.5,2829.2,78.0,1700,2024-03-14 17:00:00
2024/03/14,1800 UTC,31.6,959.6,2530.7,76.0,1800,2024-03-14 18:00:00
2024/03/14,1900 UTC,31.8,959.1,1708.0,76.0,1900,2024-03-14 19:00:00
2024/03/14,2000 UTC,29.8,959.5,513.3,76.0,2000,2024-03-14 20:00:00
2024/03/14,2100 UTC,28.9,960.3,51.0,78.0,2100,2024-03-14 21:00:00
2024/03/15,0900 UTC,25.4,962.3,17.0,85.0,0900,2024-03-15 09:00:00
2024/03/15,1000 UTC,26.0,962.7,296.3,85.0,1000,2024-03-15 10:00:00
2024/03/15,1100 UTC,26.9,963.2,723.1,85.0,1100,2024-03-15 11:00:00
2024/03/15,1200 UTC,27.4,963.6,1301.0,83.0,1200,2024-03-15 12:00:00
2024/03/15,1300 UTC,28.1,963.3,1840.7,81.0,1300,2024-03-15 13:00:00
2024/03/15,1400 UTC,29.0,962.7,2759.3,79.0,1400,2024-03-15 14:00:00
2024/03/15,1500 UTC,30.0,961.9,2957.7,77.0,1500,2024-03-15 15:00:00
2024/03/15,1600 UTC,30.3,960.8,2631.1,76.0,1600,2024-03-15 16:00:00
2024/03/15,1700 UTC,30.8,959.9,2707.6,73.0,1700,2024-03-15 17:00:00
2024/03/15,1800 UTC,31.1,959.4,2630.1,72.0,1800,2024-03-15 18:00:00
2024/03/15,1900 UTC,30.4,959.0,1576.3,71.0,1900,2024-03-15 19:00:00
2024/03/15,2000 UTC,30.0,959.3,762.7,71.0,2000,2024-03-15 20:00:00
2024/03/15,2100 UTC,29.1,959.6,90.6,74.0,2100,2024-03-15 21:00:00
2024/03/16,0900 UTC,23.9,961.0,12.9,84.0,0900,2024-03-16 09:00:00
2024/03/16,1000 UTC,25.4,961.5,536.6,84.0,1000,2024-03-16 10:00:00
2024/03/16,1100 UTC,26.6,962.1,1476.9,83.0,1100,2024-03-16 11:00:00
2024/03/16,1200 UTC,28.2,961.9,2368.9,81.0,1200,2024-03-16 12:00:00
2024/03/16,1300 UTC,29.2,961.8,2607.9,79.0,1300,2024-03-16 13:00:00
2024/03/16,1400 UTC,30.4,961.3,3067.4,76.0,1400,2024-03-16 14:00:00
2024/03/16,1500 UTC,30.7,960.6,3552.6,74.0,1500,2024-03-16 15:00:00
2024/03/16,1600 UTC,31.6,959.8,3129.4,73.0,1600,2024-03-16 16:00:00
2024/03/16,1700 UTC,31.9,958.9,2954.9,72.0,1700,2024-03-16 17:00:00
2024/03/16,1800 UTC,32.0,958.4,2670.9,72.0,1800,2024-03-16 18:00:00
2024/03/16,1900 UTC,31.7,958.2,1896.2,71.0,1900,2024-03-16 19:00:00
2024/03/16,2000 UTC,31.0,958.5,933.3,72.0,2000,2024-03-16 20:00:00
2024/03/16,2100 UTC,29.0,959.2,78.2,73.0,2100,2024-03-16 21:00:00
2024/03/17,0900 UTC,25.6,961.8,19.2,85.0,0900,2024-03-17 09:00:00
2024/03/17,1000 UTC,26.9,962.7,562.4,85.0,1000,2024-03-17 10:00:00
2024/03/17,1100 UTC,28.2,963.1,1253.9,83.0,1100,2024-03-17 11:00:00
2024/03/17,1200 UTC,29.5,963.1,2106.3,82.0,1200,2024-03-17 12:00:00
2024/03/17,1300 UTC,30.1,962.8,2876.3,80.0,1300,2024-03-17 13:00:00
2024/03/17,1400 UTC,30.6,962.2,2680.4,78.0,1400,2024-03-17 14:00:00
2024/03/17,1500 UTC,31.4,961.7,3792.4,76.0,1500,2024-03-17 15:00:00
2024/03/17,1600 UTC,31.7,960.8,3261.7,74.0,1600,2024-03-17 16:00:00
2024/03/17,1700 UTC,31.7,959.5,2748.8,75.0,1700,2024-03-17 17:00:00
2024/03/17,1800 UTC,30.6,959.3,1198.7,76.0,1800,2024-03-17 18:00:00
2024/03/17,1900 UTC,29.0,959.3,1284.3,80.0,1900,2024-03-17 19:00:00
2024/03/17,2000 UTC,29.0,959.4,498.4,81.0,2000,2024-03-17 20:00:00
2024/03/17,2100 UTC,28.2,960.1,49.3,82.0,2100,2024-03-17 21:00:00
2024/03/18,0900 UTC,24.5,962.1,13.2,87.0,0900,2024-03-18 09:00:00
2024/03/18,1000 UTC,25.9,962.7,470.7,87.0,1000,2024-03-18 10:00:00
2024/03/18,1100 UTC,27.3,963.2,1219.9,86.0,1100,2024-03-18 11:00:00
2024/03/18,1200 UTC,28.2,963.3,1558.5,84.0,1200,2024-03-18 12:00:00
2024/03/18,1300 UTC,29.4,963.1,1955.0,81.0,1300,2024-03-18 13:00:00
2024/03/18,1400 UTC,30.5,962.5,3248.0,78.0,1400,2024-03-18 14:00:00
2024/03/18,1500 UTC,31.0,961.4,3527.3,75.0,1500,2024-03-18 15:00:00
2024/03/18,1600 UTC,31.2,960.5,2656.3,75.0,1600,2024-03-18 16:00:00
2024/03/18,1700 UTC,31.7,959.4,2629.9,74.0,1700,2024-03-18 17:00:00
2024/03/18,1800 UTC,32.3,958.4,2880.8,73.0,1800,2024-03-18 18:00:00
2024/03/18,1900 UTC,32.0,958.0,1697.8,73.0,1900,2024-03-18 19:00:00
2024/03/18,2000 UTC,31.5,957.8,703.0,73.0,2000,2024-03-18 20:00:00
2024/03/18,2100 UTC,30.1,958.2,125.3,75.0,2100,2024-03-18 21:00:00
2024/03/19,0900 UTC,25.1,960.5,21.1,85.0,0900,2024-03-19 09:00:00
2024/03/19,1000 UTC,26.4,961.0,472.8,86.0,1000,2024-03-19 10:00:00
2024/03/19,1100 UTC,28.0,961.5,1386.2,84.0,1100,2024-03-19 11:00:00
2024/03/19,1200 UTC,29.1,961.8,1775.0,83.0,1200,2024-03-19 12:00:00
2024/03/19,1300 UTC,29.6,961.5,2713.4,80.0,1300,2024-03-19 13:00:00
2024/03/19,1400 UTC,30.5,961.0,3076.8,77.0,1400,2024-03-19 14:00:00
2024/03/19,1500 UTC,30.8,960.1,2702.6,77.0,1500,2024-03-19 15:00:00
2024/03/19,1600 UTC,31.0,959.0,2713.5,75.0,1600,2024-03-19 16:00:00
2024/03/19,1700 UTC,31.2,958.2,2072.4,77.0,1700,2024-03-19 17:00:00
2024/03/19,1800 UTC,31.7,957.2,2282.1,73.0,1800,2024-03-19 18:00:00
2024/03/19,1900 UTC,30.8,956.9,1105.2,74.0,1900,2024-03-19 19:00:00
2024/03/19,2000 UTC,31.2,957.0,757.3,71.0,2000,2024-03-19 20:00:00
2024/03/19,2100 UTC,29.2,957.8,54.3,74.0,2100,2024-03-19 21:00:00
2024/03/20,0900 UTC,25.3,960.3,19.6,86.0,0900,2024-03-20 09:00:00
2024/03/20,1000 UTC,26.4,961.0,514.0,86.0,1000,2024-03-20 10:00:00
2024/03/20,1100 UTC,27.0,961.8,939.7,86.0,1100,2024-03-20 11:00:00
2024/03/20,1200 UTC,27.8,961.8,1130.9,84.0,1200,2024-03-20 12:00:00
2024/03/20,1300 UTC,28.8,962.1,2008.1,82.0,1300,2024-03-20 13:00:00
2024/03/20,1400 UTC,30.2,961.4,3104.2,79.0,1400,2024-03-20 14:00:00
2024/03/20,1500 UTC,30.9,960.3,3448.8,76.0,1500,2024-03-20 15:00:00
2024/03/20,1600 UTC,31.3,959.2,3337.1,74.0,1600,2024-03-20 16:00:00
2024/03/20,1700 UTC,31.9,958.2,3302.5,72.0,1700,2024-03-20 17:00:00
2024/03/20,1800 UTC,32.3,957.6,2682.9,71.0,1800,2024-03-20 18:00:00
2024/03/20,1900 UTC,31.8,957.6,1682.0,70.0,1900,2024-03-20 19:00:00
2024/03/20,2000 UTC,31.2,957.5,809.9,70.0,2000,2024-03-20 20:00:00
2024/03/20,2100 UTC,29.8,958.3,77.8,73.0,2100,2024-03-20 21:00:00
2024/03/21,0900 UTC,25.2,961.5,18.3,86.0,0900,2024-03-21 09:00:00
2024/03/21,1000 UTC,25.8,962.6,353.2,86.0,1000,2024-03-21 10:00:00
2024/03/21,1100 UTC,27.2,963.1,1327.4,84.0,1100,2024-03-21 11:00:00
2024/03/21,1200 UTC,28.9,963.1,2314.5,82.0,1200,2024-03-21 12:00:00
2024/03/21,1300 UTC,29.9,963.0,2410.0,79.0,1300,2024-03-21 13:00:00
2024/03/21,1400 UTC,30.8,962.2,3251.4,75.0,1400,2024-03-21 14:00:00
2024/03/21,1500 UTC,31.3,961.2,3672.5,73.0,1500,2024-03-21 15:00:00
2024/03/21,1600 UTC,31.5,960.0,3286.4,71.0,1600,2024-03-21 16:00:00
2024/03/21,1700 UTC,31.5,959.2,2639.4,70.0,1700,2024-03-21 17:00:00
2024/03/21,1800 UTC,32.0,958.6,2327.4,69.0,1800,2024-03-21 18:00:00
2024/03/21,1900 UTC,32.4,958.2,1762.4,69.0,1900,2024-03-21 19:00:00
2024/03/21,2000 UTC,31.4,958.2,703.5,68.0,2000,2024-03-21 20:00:00
2024/03/21,2100 UTC,29.2,958.6,56.3,72.0,2100,2024-03-21 21:00:00
2024/03/22,0900 UTC,23.8,962.0,14.5,85.0,0900,2024-03-22 09:00:00
2024/03/22,1000 UTC,25.6,962.4,535.5,84.0,1000,2024-03-22 10:00:00
2024/03/22,1100 UTC,27.1,963.1,1347.9,83.0,1100,2024-03-22 11:00:00
2024/03/22,1200 UTC,28.7,963.4,1876.6,81.0,1200,2024-03-22 12:00:00
2024/03/22,1300 UTC,29.6,963.2,2749.7,77.0,1300,2024-03-22 13:00:00
2024/03/22,1400 UTC,30.8,962.7,3705.0,74.0,1400,2024-03-22 14:00:00
2024/03/22,1500 UTC,31.0,961.6,3193.4,72.0,1500,2024-03-22 15:00:00
2024/03/22,1600 UTC,32.4,960.5,2311.2,71.0,1600,2024-03-22 16:00:00
2024/03/22,1700 UTC,33.1,959.2,2755.7,68.0,1700,2024-03-22 17:00:00
2024/03/22,1800 UTC,32.1,958.6,1946.1,64.0,1800,2024-03-22 18:00:00
2024/03/22,1900 UTC,31.7,958.4,1434.2,62.0,1900,2024-03-22 19:00:00
2024/03/22,2000 UTC,31.2,958.2,648.2,59.0,2000,2024-03-22 20:00:00
2024/03/22,2100 UTC,29.0,958.2,52.9,64.0,2100,2024-03-22 21:00:00
2024/03/23,0900 UTC,23.4,961.7,23.4,84.0,0900,2024-03-23 09:00:00
2024/03/23,1000 UTC,25.3,962.2,461.2,83.0,1000,2024-03-23 10:00:00
2024/03/23,1100 UTC,26.5,962.8,1206.7,81.0,1100,2024-03-23 11:00:00
2024/03/23,1200 UTC,27.5,963.1,1390.2,80.0,1200,2024-03-23 12:00:00
2024/03/23,1300 UTC,28.7,962.7,2013.7,77.0,1300,2024-03-23 13:00:00
2024/03/23,1400 UTC,30.4,962.1,3398.3,72.0,1400,2024-03-23 14:00:00
2024/03/23,1500 UTC,31.0,961.2,3074.1,67.0,1500,2024-03-23 15:00:00
2024/03/23,1600 UTC,31.5,959.7,2343.9,64.0,1600,2024-03-23 16:00:00
2024/03/23,1700 UTC,31.9,958.8,2548.2,62.0,1700,2024-03-23 17:00:00
2024/03/23,1800 UTC,32.3,958.5,2645.4,59.0,1800,2024-03-23 18:00:00
2024/03/23,1900 UTC,31.7,958.3,1621.7,58.0,1900,2024-03-23 19:00:00
2024/03/23,2000 UTC,30.7,958.5,663.5,56.0,2000,2024-03-23 20:00:00
2024/03/23,2100 UTC,28.7,959.0,61.3,59.0,2100,2024-03-23 21:00:00
2024/03/24,0900 UTC,22.8,961.6,14.8,80.0,0900,2024-03-24 09:00:00
2024/03/24,1000 UTC,24.6,962.0,494.6,79.0,1000,2024-03-24 10:00:00
2024/03/24,1100 UTC,26.4,962.4,1358.6,77.0,1100,2024-03-24 11:00:00
2024/03/24,1200 UTC,27.7,962.1,2060.2,75.0,1200,2024-03-24 12:00:00
2024/03/24,1300 UTC,29.4,961.8,3090.1,70.0,1300,2024-03-24 13:00:00
2024/03/24,1400 UTC,30.3,961.1,3634.7,68.0,1400,2024-03-24 14:00:00
2024/03/24,1500 UTC,31.0,960.3,3137.7,64.0,1500,2024-03-24 15:00:00
2024/03/24,1600 UTC,32.4,959.2,3108.6,63.0,1600,2024-03-24 16:00:00
2024/03/24,1700 UTC,31.9,958.5,2162.4,61.0,1700,2024-03-24 17:00:00
2024/03/24,1800 UTC,32.1,958.0,1973.3,59.0,1800,2024-03-24 18:00:00
2024/03/24,1900 UTC,32.8,957.8,1538.6,58.0,1900,2024-03-24 19:00:00
2024/03/24,2000 UTC,31.6,957.9,844.2,57.0,2000,2024-03-24 20:00:00
2024/03/24,2100 UTC,30.0,958.1,92.6,60.0,2100,2024-03-24 21:00:00
2024/03/25,0900 UTC,23.9,960.7,18.6,81.0,0900,2024-03-25 09:00:00
2024/03/25,1000 UTC,25.0,961.3,236.7,81.0,1000,2024-03-25 10:00:00
2024/03/25,1100 UTC,27.4,961.2,1273.4,78.0,1100,2024-03-25 11:00:00
2024/03/25,1200 UTC,28.4,961.3,1942.0,76.0,1200,2024-03-25 12:00:00
2024/03/25,1300 UTC,29.2,961.0,2349.9,73.0,1300,2024-03-25 13:00:00
2024/03/25,1400 UTC,30.4,960.3,2795.4,71.0,1400,2024-03-25 14:00:00
2024/03/25,1500 UTC,31.9,959.4,3877.5,67.0,1500,2024-03-25 15:00:00
2024/03/25,1600 UTC,32.6,958.4,3193.3,65.0,1600,2024-03-25 16:00:00
2024/03/25,1700 UTC,32.7,957.6,2567.4,66.0,1700,2024-03-25 17:00:00
2024/03/25,1800 UTC,32.7,957.1,1863.9,64.0,1800,2024-03-25 18:00:00
2024/03/25,1900 UTC,32.8,956.8,1598.8,62.0,1900,2024-03-25 19:00:00
2024/03/25,2000 UTC,31.6,957.1,560.1,64.0,2000,2024-03-25 20:00:00
2024/03/25,2100 UTC,29.6,957.8,57.8,69.0,2100,2024-03-25 21:00:00
2024/03/26,0900 UTC,23.8,961.5,14.0,85.0,0900,2024-03-26 09:00:00
2024/03/26,1000 UTC,25.3,962.3,458.7,85.0,1000,2024-03-26 10:00:00
2024/03/26,1100 UTC,27.4,962.7,1367.5,83.0,1100,2024-03-26 11:00:00
2024/03/26,1200 UTC,28.7,963.3,1959.4,79.0,1200,2024-03-26 12:00:00
2024/03/26,1300 UTC,30.0,963.2,2829.5,76.0,1300,2024-03-26 13:00:00
2024/03/26,1400 UTC,31.3,962.8,3618.5,72.0,1400,2024-03-26 14:00:00
2024/03/26,1500 UTC,31.8,962.1,3672.7,69.0,1500,2024-03-26 15:00:00
2024/03/26,1600 UTC,32.6,961.0,2853.6,68.0,1600,2024-03-26 16:00:00
2024/03/26,1700 UTC,33.6,959.9,2976.8,66.0,1700,2024-03-26 17:00:00
2024/03/26,1800 UTC,33.7,958.9,2600.0,64.0,1800,2024-03-26 18:00:00
2024/03/26,1900 UTC,32.1,958.4,809.4,68.0,1900,2024-03-26 19:00:00
2024/03/26,2000 UTC,32.0,958.7,803.5,66.0,2000,2024-03-26 20:00:00
2024/03/26,2100 UTC,29.2,959.1,37.1,70.0,2100,2024-03-26 21:00:00
2024/03/27,0900 UTC,23.4,962.0,12.9,84.0,0900,2024-03-27 09:00:00
2024/03/27,1000 UTC,25.1,962.6,482.8,83.0,1000,2024-03-27 10:00:00
2024/03/27,1100 UTC,26.9,963.5,1210.4,82.0,1100,2024-03-27 11:00:00
2024/03/27,1200 UTC,27.1,964.2,1336.1,81.0,1200,2024-03-27 12:00:00
2024/03/27,1300 UTC,28.8,964.4,2185.7,79.0,1300,2024-03-27 13:00:00
2024/03/27,1400 UTC,30.4,963.6,3073.0,76.0,1400,2024-03-27 14:00:00
2024/03/27,1500 UTC,31.1,962.7,2791.3,73.0,1500,2024-03-27 15:00:00
2024/03/27,1600 UTC,31.3,961.7,2612.2,70.0,1600,2024-03-27 16:00:00
2024/03/27,1700 UTC,31.6,960.6,2191.0,69.0,1700,2024-03-27 17:00:00
2024/03/27,1800 UTC,30.9,959.9,1488.1,68.0,1800,2024-03-27 18:00:00
2024/03/27,1900 UTC,30.6,960.0,849.8,69.0,1900,2024-03-27 19:00:00
2024/03/27,2000 UTC,29.6,960.4,561.3,70.0,2000,2024-03-27 20:00:00
2024/03/27,2100 UTC,28.2,961.4,60.7,73.0,2100,2024-03-27 21:00:00
2024/03/28,0900 UTC,23.0,962.0,14.5,86.0,0900,2024-03-28 09:00:00
2024/03/28,1000 UTC,25.2,962.9,551.8,86.0,1000,2024-03-28 10:00:00
2024/03/28,1100 UTC,26.3,963.7,1492.4,85.0,1100,2024-03-28 11:00:00
2024/03/28,1200 UTC,26.9,964.4,1518.7,83.0,1200,2024-03-28 12:00:00
2024/03/28,1300 UTC,28.0,963.9,2735.2,80.0,1300,2024-03-28 13:00:00
2024/03/28,1400 UTC,29.3,962.9,3424.3,75.0,1400,2024-03-28 14:00:00
2024/03/28,1500 UTC,30.9,961.9,3758.2,71.0,1500,2024-03-28 15:00:00
2024/03/28,1600 UTC,31.0,961.2,2623.3,69.0,1600,2024-03-28 16:00:00
2024/03/28,1700 UTC,32.2,960.7,2981.6,66.0,1700,2024-03-28 17:00:00
2024/03/28,1800 UTC,32.2,960.2,2197.1,65.0,1800,2024-03-28 18:00:00
2024/03/28,1900 UTC,31.7,960.1,1282.6,62.0,1900,2024-03-28 19:00:00
2024/03/28,2000 UTC,31.2,960.4,724.5,64.0,2000,2024-03-28 20:00:00
2024/03/28,2100 UTC,29.4,960.5,50.8,65.0,2100,2024-03-28 21:00:00
2024/03/29,0900 UTC,24.6,963.0,10.9,82.0,0900,2024-03-29 09:00:00
2024/03/29,1000 UTC,25.5,963.4,310.3,84.0,1000,2024-03-29 10:00:00
2024/03/29,1100 UTC,26.2,964.2,442.0,84.0,1100,2024-03-29 11:00:00
2024/03/29,1200 UTC,26.7,964.6,1078.0,84.0,1200,2024-03-29 12:00:00
2024/03/29,1300 UTC,27.2,964.4,1710.0,83.0,1300,2024-03-29 13:00:00
2024/03/29,1400 UTC,28.0,963.7,1990.3,80.0,1400,2024-03-29 14:00:00
2024/03/29,1500 UTC,29.4,962.9,2755.9,79.0,1500,2024-03-29 15:00:00
2024/03/29,1600 UTC,29.7,961.8,2313.1,74.0,1600,2024-03-29 16:00:00
2024/03/29,1700 UTC,30.8,960.7,2642.9,72.0,1700,2024-03-29 17:00:00
2024/03/29,1800 UTC,30.9,960.2,1873.6,67.0,1800,2024-03-29 18:00:00
2024/03/29,1900 UTC,30.4,960.0,919.8,66.0,1900,2024-03-29 19:00:00
2024/03/29,2000 UTC,30.4,960.2,723.8,65.0,2000,2024-03-29 20:00:00
2024/03/29,2100 UTC,28.7,960.6,59.0,67.0,2100,2024-03-29 21:00:00
2024/03/30,0900 UTC,24.1,962.0,13.1,79.0,0900,2024-03-30 09:00:00
2024/03/30,1000 UTC,25.4,962.6,390.4,80.0,1000,2024-03-30 10:00:00
2024/03/30,1100 UTC,26.6,963.2,1240.2,79.0,1100,2024-03-30 11:00:00
2024/03/30,1200 UTC,28.0,963.6,1511.7,77.0,1200,2024-03-30 12:00:00
2024/03/30,1300 UTC,29.0,964.0,2086.8,74.0,1300,2024-03-30 13:00:00
2024/03/30,1400 UTC,28.8,963.7,1259.7,73.0,1400,2024-03-30 14:00:00
2024/03/30,1500 UTC,28.3,963.5,915.4,76.0,1500,2024-03-30 15:00:00
2024/03/30,1600 UTC,28.8,962.2,2307.8,78.0,1600,2024-03-30 16:00:00
2024/03/30,1700 UTC,29.3,961.4,2190.3,74.0,1700,2024-03-30 17:00:00
2024/03/30,1800 UTC,28.9,961.0,1239.7,75.0,1800,2024-03-30 18:00:00
